County,All_2013,All_2014,All_2015,Private-goods-producing-2013,Private-goods-producing-2014,Private-goods-producing-2015,Private services-providing-2013,Private services-providing-2014,Private services-providing-2015,Gov-2013,Gov-2014,Gov-2015
Union,2.3,0.6,-0.2,-5.1,14.7,-20.6,4.3,-2.4,5.5,1.7,-1.1,-3
Warren,5.5,-4,-2.8,-3,-9.9,-6.2,12.6,-1.2,-1.1,-1,-2,-2.8
Bernalillo,-2.4,2.7,0.4,3,3.1,0.1,-3.3,4.1,1.1,-1.6,-1.1,-1.3
Catron,-1.2,0.3,-5.4,-3.3,12.2,-8.1,3.1,-6.8,-5.5,-2.8,-1.8,-3.8
Chaves,1.2,2.8,1.2,5.3,3.2,0.8,-2,4.1,1.9,-3.4,-2.3,0
Cibola,-4,0.8,-4,-3,7.4,-7.5,-6,0.6,-3.8,-2.2,-3.3,-1.8
Colfax,17.6,-17.9,21.9,-9.2,8.9,15.7,34.5,-30.2,37.1,1.4,-1,-4.3
Curry,0.6,3.2,-2.6,-5.1,18.5,-1.9,-0.8,-0.7,-2.6,3.1,2.7,-2.8
De Baca,-7.9,1.2,-3.2,-7.8,1.5,-5.2,-12,4.3,4.6,-1.5,-4.5,-8.5
Doña Ana,-3.6,2.8,-0.3,-6,5.5,1.5,-4.2,5,0.4,-1.6,-1.8,-2.2
Eddy,10.1,22.2,13.6,16.4,33.9,23.5,2.6,5.2,-3.6,-3.1,0.5,3.4
Grant,4.4,4.8,-1.7,10.1,13.7,-2.2,-1,-4.3,1,-1.3,-4.1,-3.6
Guadalupe,-8.1,1.3,-3.2,-22,-6.8,(D),-6.7,6,(D),2.3,-4.2,-3.4
Harding,-16.6,48.4,-14.5,-22.9,87.9,(D),-28.8,22,(D),2.3,-2.8,-9.8
Hidalgo,-4.2,-3.1,-3.6,-10,-8,-7.1,-9.6,3.7,-5.7,1.8,-5.1,-1.3
Lea,5.1,3.7,1.6,9,6.7,5.6,1,0.7,-3,3.5,-0.9,-0.2
Lincoln,0.4,2.3,3,10.9,3.4,-2.6,-1.7,4,5.3,-1.9,-5.9,-1.1
Los Alamos,-7.6,5.2,2.2,(D),(D),-13.9,(D),(D),3.4,-1,-4.9,-5.4
Luna,-0.2,-0.5,-3.6,2.6,3.2,3.6,-2.3,0.9,-6.5,0.7,-4.3,-4
McKinley,0.4,5.7,3.2,4,39.8,34.2,2,5.2,-1.6,-2.4,-1.5,0.4
Mora,6.1,21.3,-14.3,3.4,61.1,6,13.2,0.5,-35.9,-3.9,-1.4,-5.8
Otero,1.6,-2.7,-0.1,-1.3,-1.1,-7.8,8.5,-0.1,7.2,-1.6,-4.2,-3.7
Quay,-3.2,4.5,-3,-2.6,16.6,7.3,-3.8,4.2,-3.6,-1.8,-1.5,-7.2
Rio Arriba,-7.1,-3.3,-0.3,-12.9,-4.7,-15.3,-6.7,-2.5,5,-6.2,-3.6,-2
Roosevelt,-1.8,4.9,-4.3,-3.9,9.8,-0.5,3.8,2.6,-6,-6.1,1.1,-7
Sandoval,-15.5,2.5,2.3,-45.3,14.4,-4.3,1.1,0,5.3,-3.7,-3,1.4
San Juan,-4.3,1.8,7.5,-5.1,5.7,22.7,-4.1,-0.5,-2.8,-2.3,-2.4,-0.8
San Miguel,-2.5,-0.6,-1.2,(D),(D),-1.5,(D),(D),2.2,-3.7,-3.5,-4.5
Santa Fe,2.8,-3.3,2.5,-1.5,-17.3,(D),4.3,-2.4,(D),-0.1,-1.2,-1.9
Sierra,-7.1,-0.3,0.2,-1.5,16.2,7.4,-11.7,-5.8,0.4,-3.3,-3.1,-5.1
Socorro,-3.6,-1.3,-0.3,-2.4,18.4,-1.3,-1.6,-3.5,1.1,-5.6,-5.8,-1.1
Taos,-1,0.3,-12,8.1,0.3,-51.6,-3.2,0.8,-3.6,-2.5,-1.4,-3.5
Torrance,-6.2,4.7,2.2,-17.9,21.5,15.7,-1.9,4.2,0,-4.1,-6.2,-3.8
Union,-8.3,2.3,3.9,-6.6,-1.8,-7.6,-15.6,16,23.4,-1.2,-6.5,-3.9
Valencia,0.8,-0.1,1.1,5.4,-10.4,1.9,1,3.2,2.5,-2,-2.1,-2.5
Albany,2.8,3.6,-0.6,4.3,11,-1.2,0.8,6,0.4,7.3,-4.5,-2.9
Allegany,3.7,4.4,-2.6,12.7,-0.2,-4.8,-1.2,5.4,-0.6,1.7,8.4,-3.3
Bronx,-2.9,-0.7,-0.3,7.9,-0.3,2.5,-5.3,1.7,0.2,2.1,-7.6,-2.8
Broome,-2,-2.2,-4.2,-1,-4.7,-9.2,-3.1,-0.4,-2.6,0.8,-4.7,-3.7
Cattaraugus,2.2,-1.8,-0.3,6.7,-5.4,-3.2,0.4,2.9,2.6,1.7,-6.6,-3
Cayuga,4.9,1.4,-1.3,9.8,4,-2.9,5.1,1.6,1.1,-0.5,-2.1,-4.9
Chautauqua,1.4,-1.9,-1,5.6,-4.9,-2.7,-1.7,-0.4,2.3,2.4,0.2,-6.7
Chemung,4.8,2.4,-2.2,4.9,5.1,4,5.9,2,-3.5,1.4,-0.2,-6.9
Chenango,0.1,3.6,3.6,6.6,-1,5.4,-6.4,8.1,5,2.7,3.4,-3.3
Clinton,3.3,-1.9,-0.5,5.4,0.9,2.4,4.5,-2.6,-0.7,-1,-1.9,-1.9
Columbia,5.1,2.9,-0.8,9.2,3.4,-6.8,5.6,3.1,0.6,-0.9,1.9,1
Cortland,3.4,3,3.3,7.7,3,11.2,-0.5,3.1,0.4,8.7,2.9,-0.7
Delaware,4,0.1,1.4,3.9,1.6,23.8,2,-0.2,-10.4,8.8,-1.3,-8
Dutchess,3.6,-0.8,0.9,1.6,-6.6,6.1,4.9,2.1,1.2,1.2,-3.9,-6.1
Erie,0.1,4.5,1.7,-4.3,0.7,-2.8,0.8,7.2,3.4,2.4,-2.8,-1.3
Essex,6.2,-1.3,-4.4,8.6,-3.4,-9.3,6.7,-1,-2.5,3.8,-0.5,-4.7
Franklin,0.6,-4.1,-3,8.2,-4.2,-3.5,-0.6,1.2,-0.1,0.2,-9.3,-6
Fulton,-0.1,-1.5,0.2,(D),(D),(D),(D),(D),(D),-3.5,-16,-0.8
Genesee,2.2,-0.1,-2.3,7.8,1.5,0,-1.6,-2.3,-4.5,3.8,2.7,-0.7
Greene,-8.6,-6.4,3.8,6.3,-1.2,10.3,-12.5,-8.9,6.1,-1.7,-1,-6.3
Hamilton,2.8,12,-8.7,(D),(D),(D),(D),(D),(D),4.9,32.6,-13
Herkimer,4.2,0.2,-2.5,2.5,-4.8,-1.9,5,2.7,-1.2,4.8,0.8,-6.1
Jefferson,-0.6,-2,-4.7,(D),2.9,-0.1,(D),-0.1,-3.4,-3.1,-3.7,-6.1
Kings,0.6,4.1,1.3,3.1,1.3,7.8,-0.1,5.1,1.3,2.8,0.4,-1.5
Lewis,4.5,2.8,-3.5,6.8,0.7,0.6,6.7,4.5,-6,-2.3,2.4,-3.5
Livingston,4,-1.1,2.3,10.7,13.6,14.1,2.8,1,-0.7,0.7,-15.4,-4.5
Madison,4,1.4,-1.7,7.7,-2.2,-1.2,2.3,3.4,-0.2,4.9,-0.3,-7
Monroe,-0.6,2,2.7,1.9,-5.8,2,-1.8,4.9,3.7,3.4,-3.2,-2.6
Montgomery,3.9,1.5,0.7,6.8,0.9,4.7,2.1,0.4,1.6,6.8,6.5,-8.4
Nassau,0.6,2.4,-0.2,4.2,-2.6,0.4,0.4,3.3,0.1,-0.1,-0.7,-2.8
New York,-1.5,2.3,2.4,1.7,4.6,7.7,-1.7,2.3,2.6,2.1,0.9,-2
Niagara,2.8,2.3,-0.4,-3.6,3.6,-3,5.2,3,0.9,-0.2,-2.2,-3.8
Oneida,-2.8,1.1,-1.6,-0.5,1.7,-5.8,-4.8,4.6,0.4,0.9,-7.3,-4.2
Onondaga,0.1,3.8,2.8,3.1,-2.9,0.6,-1.2,7.1,4.2,2.9,-4.5,-1.7
Ontario,7.6,2.5,8.5,3.3,1.5,-1.9,10.4,2.7,15.5,3.6,3.1,-3.2
Orange,0.9,1.5,1.8,2.4,3.8,1.8,2,1.2,3.4,-2.3,1.3,-1.8
Orleans,0.6,3.5,-3,10.2,4.4,-2.7,-7.5,8.4,1.2,-0.7,-2.1,-7.6
Oswego,10.1,-2.5,1.8,4,0,-4.4,11.5,-3.3,3.4,5.1,1.2,-5.5
Otsego,-1.3,-0.1,1.3,1.8,-6.7,-1.9,-3.1,1.8,4,3,-2.6,-6.6
Putnam,1.4,1.4,1,(D),(D),(D),(D),(D),(D),2.3,0.2,-4
Queens,0.8,3.3,1.3,2.9,1.6,4.8,0.2,4.1,1.3,2.4,0.4,-1.4
Rensselaer,-0.6,3.6,2.7,3.9,-0.2,7.2,-2.3,2.7,3.7,2.4,9.6,-4
Richmond,5.5,5.4,-5.3,18,-0.2,9.5,5.2,7.7,-7.5,2.1,-2.2,-2.6
Rockland,-4.6,4.7,5.9,-21.3,18.8,15.4,3.4,1.5,2.7,6.1,-10.5,-4.3
St. Lawrence,1.9,0,-1.1,6.2,-1.7,-11,0.4,0.2,2.6,2.1,0.7,-1.5
Saratoga,3.5,2,2.1,9,0.4,10,2.5,3.2,1.4,1.9,-1.9,-4.1
Schenectady,0.4,1,2,-5.9,-3.7,0.8,1.7,5.4,3.2,5,-11.7,-2.6
Schoharie,0,-0.4,-2.6,2.4,(D),(D),-1.4,(D),(D),2,0.8,-2.5
Schuyler,-0.4,-2.5,-4.7,-1.7,-0.8,-3.9,1.1,-2.1,-3.5,-1.3,-6.1,-8.7
Seneca,0.5,1,-3.1,(D),(D),-4.8,(D),(D),-1.4,-7.5,1.9,-3.6
Steuben,12.6,8.6,1.4,63.3,30.5,5.1,2.5,1.7,1.1,0.7,-0.6,-4.9
Suffolk,1,0.8,0.3,-1.5,0.1,2.4,1.5,1.7,0.3,1.4,-2.7,-2
Sullivan,5.3,-1.2,-4.3,-1.7,-1.7,5.4,8.2,-1.1,-5.8,1.1,-1.5,-4.2
Tioga,8.1,1.9,10.8,13.8,1.3,15.8,3.3,3.8,10.5,2.6,-0.7,-4
Tompkins,1.8,1.4,1.1,1.5,-7.1,-2.1,1.7,3.2,2.2,2.9,-4.2,-5.2
Ulster,9.3,0.6,-9.8,0.6,-1.8,-0.2,13.7,2.3,-12.6,0.1,-3.8,-4.4
Warren,4.5,1,3.2,-0.6,-4.8,-2.5,6.1,2.5,5.5,2.6,0.7,-3.2
Washington,0.8,-2.4,-1.3,8.9,-2.4,-4.4,-3.4,-2.1,4.2,-1.8,-2.6,-5
Wayne,4.3,-5.7,-0.4,5.2,-0.4,0,3.5,-3.5,0.5,4.8,-18.5,-3.7
Westchester,0.3,1.4,2.7,3.1,-0.5,3.4,-0.2,1.8,3.6,1.6,-0.4,-4
Wyoming,1.9,4,-0.7,5.9,2.8,-1.4,1.5,7.9,2,-1.4,-1,-5
Yates,4.4,0.3,-1.2,8.2,(D),(D),3.7,(D),(D),-0.5,7.1,-4.4
Alamance,-5.2,1.6,-1,-6,-7.5,-6.9,-5.2,6,1,-2.4,0,2.4
Alexander,1.5,4.8,-0.3,5.4,5.5,1.5,-2.4,7.5,-2.6,-0.8,-1.5,-0.4
Alleghany,29.6,21.5,22,64.9,43,39.6,14.6,4.3,2.1,-3.7,0.3,-0.8
Anson,-4.2,2,-2.1,0.9,2.2,-1.9,-10.5,3.7,-0.8,-2.2,-0.8,-4.5
Ashe,6.5,-0.2,-0.6,7.1,-4.6,-5.3,8.2,2.5,1.1,-2.3,-2.5,2.6
Avery,-4.6,-4.4,3.7,6.2,-5.3,-1.8,-6.7,-5.4,5.5,-2,-0.4,0.5
Beaufort,4.3,-0.9,-4.8,8.8,-11.3,-9.5,2.4,8.4,-2.5,-3.2,-0.9,0.9
Bertie,3.1,2.9,3.6,7.6,5.5,4.1,-4.9,-4.5,5,-1.3,4.1,-0.5
Bladen,-2.1,3.3,2.7,0.8,4.9,4.2,-12.4,1.3,-0.4,-1,-2.8,-2.1
Brunswick,-2.5,4.2,0.8,22.2,0,4.2,-4.7,5.1,0.3,-2.9,0.7,2
Buncombe,1.1,2,1.6,2.2,-2.3,4.3,1.6,3.7,1.4,-2.8,-1,-1.3
Burke,1.1,-0.8,0.2,1.2,-6.1,-2.2,2.6,6.5,2.5,-2,-3.5,0.4
Cabarrus,-3.1,-0.2,2,-15.1,-4.1,-2,-0.1,0.4,2.3,-1.4,1.3,4.9
Caldwell,-3.8,0.4,1,2.9,-9.2,2.1,-8,7.7,0.2,-3.6,-1.9,1
Camden,6.3,-0.2,-7.2,12.9,6.5,2.4,6.5,-2.3,-13.9,-3.1,-1.4,4.6
Carteret,1.5,0.1,1,5.3,-2.7,-5.1,1.4,1,2.2,-0.2,-1.6,0.6
Caswell,4.6,15.4,10.6,3,16.9,14.1,13.8,29.3,15.9,-3.5,-2.3,-1
Catawba,0.1,0.9,2.3,7.3,-3.7,6.9,-2.9,3.6,0,-3.5,-0.6,1.6
Chatham,1.3,-6.6,2.2,-2.2,-14.4,-2,3.7,-4.3,4.4,-1.9,0.4,0
Cherokee,6.3,-0.7,-6.5,-8.5,-2.4,-5.6,13.1,-0.2,-8.6,-3.1,-1,2.5
Chowan,2.5,5.1,8.7,17.9,12.8,-3.6,-2.9,3.2,18.2,-1.5,-3.2,-3.7
Clay,-0.6,14.3,-8.8,-0.9,27,2.6,0.2,17.3,-14.4,-2.7,-0.4,2.3
Cleveland,9.4,3.1,-2.6,5.3,3,-0.8,15.4,4.1,-4.2,-2.5,-1,-0.7
Columbus,4.6,-1.2,1.3,6.5,-0.5,3.5,5.9,-1.6,0.1,-2.3,-1.4,0.3
Craven,2.9,-1.2,-0.9,20.1,-5.7,-8.9,5.8,-0.1,0.7,-4.5,-0.6,0.3
Cumberland,-0.7,1.3,2,3.3,-6,-9.6,3.1,9.1,6.2,-4,-2.9,0.8
Currituck,-4.4,-5.7,1.4,-3.8,-0.4,-4.3,-4.8,-7.3,2,-1.9,1.2,2.1
Dare,-10.5,-2.3,-5.8,20.1,3.4,-7.9,-13.8,-3.1,-6.3,-1.8,-1,0.6
Davidson,1.7,5.9,5.9,-2.9,-2.5,13,5.3,11.4,3.5,-3.9,-0.3,1.5
Davie,-2,10.5,11.6,11.3,9.9,38.6,-6.7,13.1,1.5,-2.7,-1.4,0.5
Duplin,4.9,8.8,2,8.6,12.4,4.9,-0.8,4.5,-5.1,-0.2,-1.3,2.5
Durham,4.4,0.5,5.7,10.2,-2.1,2.9,-0.7,3.1,9,1.1,1.8,3
Edgecombe,-5.9,1.8,2.1,3.4,-2.5,1.3,-10.8,7.9,4.4,-7.7,-5.5,-2.6
Forsyth,-4.7,-0.4,-1.1,-3.7,-12,-3.9,-5.4,4.4,-0.3,-1.5,0.4,0.9
Franklin,2.2,-2.2,1.5,7.9,-5.7,1.2,-1.5,0.4,1.9,-1.4,0.2,1.1
Gaston,2,0.6,1.1,6.6,-4.3,-3.2,0.8,3.6,3.1,-3.4,-0.9,2.8
Gates,-1,9.6,1.7,2,19.9,11.3,-1.3,7.8,-6,-4.5,-1.7,-0.3
Graham,17.9,-6.1,5.7,4.6,-6.5,19.6,31.4,-7.6,0.2,-0.5,0.4,2.2
Granville,-1,-4.8,-2.4,-1.8,-10.4,-6.8,0.5,1.7,1.4,-1,-1,0.7
Greene,0,5.5,4.8,-5,7.9,4,4.6,9.3,10.4,0.7,-1.2,-1
Guilford,0.5,2.7,0.7,4.8,-7.4,2.5,-1.1,8.1,-0.1,-2.6,-1.5,1
Halifax,2.7,-5.4,0.8,4.3,-5.6,-1.9,4.9,-5.8,2.9,-5.1,-4.1,-1.1
Harnett,4.8,0.1,1.8,7.5,6.8,1.4,4,-1,2.7,5,-2.2,-0.5
Haywood,-1.3,-2.2,-0.5,-3.4,-4.6,3.2,1.1,1.5,2.1,-6,-10.6,-15.7
Henderson,9.1,10.1,3.1,22.4,22.1,8.4,3.9,3.8,-1.1,-1.4,1.7,2.4
Hertford,-2.1,-2.4,0.4,-7.4,-4.5,-15.3,2.1,-0.5,-0.9,-3.7,-4.3,44
Hoke,4.7,-1.6,6.8,3,-10.3,1.1,9.7,9.2,5.6,-0.1,-2,22
Hyde,-0.1,-3,-2.6,14.6,14.9,-0.5,-8.3,-18.4,-6.1,-4.4,-1.8,0
Iredell,2.1,4.7,1.4,11.9,-0.3,-1.3,-1.8,8.1,2.8,-2.3,-0.9,1.2
Jackson,8.3,4.6,0.4,0,7.8,-5,12.2,6.2,-4.5,4.8,1.4,9.3
Johnston,7.9,2,0.7,17,1.2,-1,5.3,2.7,1.6,-2.6,1.4,2
Jones,0.2,14.3,6.2,9,24.6,10,-7.9,2.8,1.1,-1.5,13,6.9
Lee,8,0.5,-2.5,15.8,0.2,-3.7,-4.3,1.5,-0.7,-2.7,-0.5,2.7
Lenoir,3.8,4.1,-1.3,12.7,3.7,-1.6,-1,7.7,-1.5,-4.6,-4.2,0.1
Lincoln,5.6,0.9,4.6,8.3,-3.1,4,5.9,4.5,6.1,-1.9,-0.7,1.1
McDowell,-2.4,-4.6,3.2,-4.3,-10.9,4,0.4,3.8,2.5,-1.2,-1.3,2.1
Macon,1.2,6.9,5.8,-8,0,-0.6,4.5,10.1,7.5,-4.9,-2.7,2.2
Madison,-4.5,1.1,3,5.2,5.6,1.2,-10.2,0,5.1,2.7,-0.6,-0.4
Martin,1.3,0,-0.1,6.4,0.2,-4.3,-1.4,0.7,2.5,-4.5,-2.5,4.4
Mecklenburg,3.1,2.1,5.9,17.5,-1.1,7,1.1,2.6,5.7,2.2,2.3,5.9
Mitchell,-2.8,1.8,0.2,5.2,11.3,4.2,-5.6,-0.8,0,-4.1,-3.1,-5.2
Montgomery,2.5,4.6,0.9,7.2,11.5,0.5,-1,-1.5,1.1,-2.1,-1.8,1.9
Moore,3,6.6,3.4,2,2.8,0.5,3.8,8.1,4.1,-1.4,-0.1,1.3
Nash,1.9,0.1,-0.5,7.3,2.9,4.9,-1.7,-2.2,-5.4,-0.8,-0.5,-0.4
New Hanover,9.2,6.4,3.4,44.7,17.1,0.2,2.7,3.6,4.8,0.7,2.2,2
Northampton,-0.6,0,7,0.1,2,8.4,0.2,-0.2,8.5,-4.4,-3.7,-0.8
Onslow,-2.8,-1.4,-2.4,-3.2,-3.6,-12.4,-0.4,2.9,0.7,-3.8,-3,-3.1
Orange,-0.8,-0.9,3.7,5.7,-0.7,7.6,-3.9,-2.6,7.6,1.7,0.8,-0.1
Pamlico,2,-0.4,-1.8,-1.1,-3,4.9,5.3,1.2,-5.4,-3.2,-2.3,2.6
Pasquotank,-2.1,-5.7,4.6,5,-11.3,18.1,-2.8,1.3,6.1,-3.9,-13.3,-3.5
Pender,-2.2,-0.5,5.7,-3.2,-5.8,-1.2,-2.1,1.8,9.8,-1,0.6,2.8
Perquimans,-2.7,6.9,-1.1,(D),19.6,8.4,(D),3.1,-9.3,-3.2,-1.9,3.4
Person,-20.1,6.7,-10.8,8.8,-0.5,-2.6,-26.5,9.5,-13.7,-3.8,-2.6,-0.1
Pitt,3.7,-1.5,10.4,14.4,-4.6,9.8,0.6,-0.1,11.4,-0.4,-0.6,9.3
Polk,2.5,4.3,-2.1,3,-0.7,0.5,3.3,7.8,-3.6,-1.4,-5,1.9
Randolph,-3.1,-1.3,3.3,-3.5,-3.6,4.1,-2.9,1.3,3.7,-2.5,-1.4,-1.3
Richmond,-9.2,-2.8,12.4,-1.1,4.6,7.2,-13.6,-6,16.7,-1.8,-2.8,3.3
Robeson,-1.7,6.8,1,0.3,18.5,4.4,-2.6,3.4,-1.2,-2.1,-1.7,1.1
Rockingham,-1.6,-8.1,-7.4,-11.2,-20.7,-12.9,13,5.5,-3.6,-3.3,-2.1,-1.1
Rowan,-2.3,-0.4,2.9,-0.2,-2,1.7,-4.1,-0.1,3.7,1,0.9,2.3
Rutherford,-2.4,-1,-2.7,-2.2,-0.7,-3,-2.1,-1.1,-3.4,-4.1,-1.2,1.1
Sampson,-0.2,4.3,1.5,-1.1,6.4,1.8,2.4,4.5,1.9,-3.3,-2.7,-0.6
Scotland,-2.6,0.4,-3.4,2.6,-0.7,-12.4,-5.3,1.9,0.6,-3.1,-2,0.6
Stanly,-1.1,1.2,5.3,0.8,0.3,7.5,-0.9,1.9,5.2,-4.9,-0.1,1.7
Stokes,-16.3,3.1,-6.8,-8.9,0.7,-7.3,-18.6,4.1,-7.7,-3.6,-3.1,0.9
Surry,2.2,3.7,1.1,3.6,4.6,5,2.8,4.7,-1.9,-3.6,-2.5,3.5
Swain,5.2,-2.5,4.1,1,1.2,-0.5,10.8,-7.6,5.3,-1.5,4.5,4
Transylvania,-3.6,6.7,5.2,4,6.4,7.1,-5.3,8,5.8,-1.8,-0.1,0.1
Tyrrell,4.4,-5.6,-2.2,(D),7.3,-1.3,(D),-24.9,-5.4,-3.2,-1.8,-0.7
Union,0.5,5,-2.7,-4.4,-0.7,0.3,4.4,9.6,-2.6,-1.1,1.3,-11.3
Vance,-3.6,2.1,2.1,-5.5,-4.6,4.4,-3.5,5.3,1.6,-1.5,-2.2,1.3
Wake,2.3,4,6.2,12.2,-0.5,10.2,0.8,5.4,5.9,-0.6,1.4,2.5
Warren,-0.6,4.7,2.6,3.5,1,1.7,-0.9,9.8,4.7,-2.7,-0.5,-0.4
Washington,1.4,0.5,-3.2,8.5,3.2,11.9,-1.8,1.4,-6.1,-1.9,-4.5,-18.9
Watauga,-1.1,2.8,1,-1.8,-3.5,-0.1,-0.9,5.2,0.5,-1.3,-1.7,2.9
Wayne,2.7,-0.6,2.8,-6.3,-1.3,4.1,10.9,0.4,4.7,-2.2,-1.7,-2.5
Wilkes,1.1,7.6,-0.6,2.6,7.9,2.3,1.3,9.6,-2.8,-2.9,-0.8,1.4
Wilson,-3.6,-0.2,1.9,-6.7,-4.8,5.4,0.5,10.4,-0.6,-5,-18.9,-3.2
Yadkin,3.7,0.4,14.3,10.7,1.1,-0.1,0.2,0.1,29.5,-4.2,-0.8,2
Yancey,-5.4,0.6,-2.7,0.5,4.1,-5.9,-7.8,-0.2,-3.1,-5.4,-1.6,2.5
Adams,-11.8,-0.8,0.5,-20.4,-2.9,5.7,-0.3,1.5,-5.2,-5.9,0,5.5
Barnes,6,4.6,0.7,3.3,0.7,0,12.6,9.8,0.6,-4.3,3,4.4
Benson,-17.1,2.1,-2.5,-26.4,-5.1,-6.7,3.6,19.7,-8.2,-11.4,1.8,6.1
Billings,-2.4,7.7,-15.3,-13.2,-5.9,-40.4,11.8,18.3,-4.9,-15.8,5.5,1.9
Bottineau,-12.6,6.2,-7,-18.8,14.7,-9.1,-2.7,-5.8,-7.5,-9.2,6.1,5.4
Bowman,0.6,-9.6,1.7,1,-17.1,5.5,0.4,-2.1,-2.8,-2,4.5,5.7
Burke,-9.4,-7.3,-14.3,-11.3,-14.1,-10.8,-0.8,-1.1,-25.1,-31,7.8,22.3
Burleigh,6.6,6,3.8,22,0.2,-1.8,5.7,7.7,4.3,-1.5,4,6.6
Cass,2.4,4.6,0.6,-5.1,1.4,-0.8,5.6,5.3,0.1,-9.3,4.8,8
Cavalier,-15.7,-3.2,0.1,-28.7,-8,0.1,3.7,0.8,-0.7,-12.2,4.1,8
Dickey,-10.7,1.1,-1.3,-25,-3.9,-2.7,6.1,5,-0.7,-3.7,3.7,1.7
Divide,-7.1,4.4,-9.5,-12.1,2.6,-4.9,0.5,6.5,-18,-5.1,6.6,9.1
Dunn,8,1.4,-11.6,-2,-3.1,-12,37.9,9.7,-13.9,3.4,13.4,9.8
Eddy,-12.1,-4.7,1.1,-18.3,-8.5,3.2,-0.2,-1.7,-1.6,-8.4,6.3,0.6
Emmons,-19.8,-3,-3.3,-30.5,-8.1,3,-4,1.7,-11.6,-4.5,3.8,3.3
Foster,-6,-3,-1.4,-13.7,-12.2,-5.1,5,7,1.4,-4,4.4,3.1
Golden Valley,1.3,1.3,-7.6,2.2,-1.5,-1.3,-0.7,6.4,-19,0.5,8.4,2.8
Grand Forks,-2.1,0.1,1.3,-10.8,0.9,1.5,2.2,-0.6,0.6,-4.2,1.2,2.9
Grant,-19.3,-0.3,-2.8,-24.9,-3.2,3.7,-3.9,5.6,-17.6,-13.5,2.7,9.8
Griggs,2.3,-2.3,6.4,-21.6,-12.2,-1.6,41.2,5.7,12.4,-7.2,-0.1,-2.1
Hettinger,-14.4,-0.5,2,-24,-6.5,10,0.1,5,-6.6,-1.5,11,5.1
Kidder,-16.5,-2,6.3,-27.4,-7.4,7.8,6.1,5.9,6,-3.7,1.2,0.4
LaMoure,-15.1,0.8,0.5,-31.5,-8.8,2,6.7,8.4,-1.5,-7.1,6.1,6.5
Logan,-20.8,-2,3.2,-28.3,-6.9,8.8,-3.9,5.9,-5.6,-1,6.4,4.6
McHenry,-11.4,-2.8,-0.7,-19.8,-4.3,2.5,4.3,-0.8,-5.2,-8.1,-2.1,0.7
McIntosh,-18.8,-5.8,0.7,-28.5,-9,-0.1,-5.7,-4.9,0.5,-5.7,9.1,5
McKenzie,15.5,25.5,1.9,13.7,18.6,-2.1,19.3,35.2,3.6,7,18.9,16.7
McLean,5.1,2.1,0.2,6.1,5.9,2,5.7,-1.6,-2.2,-6,8.9,7.5
Mercer,11.6,1.5,4.4,24.8,5.7,12.3,6.3,-1,0.3,-5.6,6.5,6.2
Morton,4.7,18,2.6,0.3,36.2,3.9,8.3,9.6,1,-1,7,7.7
Mountrail,28.5,20.7,-5.4,35.6,14.8,-10.9,22.6,28.8,-2.2,1.8,9.8,12.3
Nelson,-14.8,0.1,-1.2,-25.4,-7,2.6,-1,7.3,-5.1,-4.2,3.1,1.3
Oliver,0.5,12.2,1.6,9.9,-0.4,16.3,-4.8,20.5,-5.2,-5.1,3.7,-0.7
Pembina,-13.7,-4.7,0.4,-19.3,-9.5,1.4,2.4,0.2,-6.3,-24.8,5.9,18.1
Pierce,-9.9,1.7,11.5,-22.6,-14.4,5,1.4,12.8,15.5,-4.5,3.3,4.8
Ramsey,-3,2.5,-4,-18.7,-7.1,-4.1,7.3,6.2,-6.2,-6.7,4.8,5.4
Ransom,-5.4,-1.4,-0.3,-20,-10.1,-0.8,10.3,4.1,-0.7,-4.4,4.1,2.8
Renville,-8.4,-0.8,-18.6,-15.4,-3.9,-29.4,10.6,4.2,-5,-3.9,5.4,6.5
Richland,-2.3,-0.9,1.4,-5.9,-7.1,6.4,4.4,7.8,-5.4,-2.9,2.8,1.7
Rolette,-20.4,2.4,6.6,-27.9,0.2,9.5,-9.5,1.4,-10.7,-20.9,4.2,14
Sargent,-5.7,11.9,10.1,-5.3,14.3,12.3,-8.6,-5.2,-11,-8.6,3.6,7
Sheridan,-24,-8,-8,-28.5,-12,-7.6,-8.5,1.4,-16.9,-5.8,6.5,9.6
Sioux,-14.1,1.6,1.1,-22.4,-1.7,7.3,-3,6.2,-12.6,-12.5,2,1.4
Slope,-16.9,-9,-37.8,-19,-8.6,-37.9,-13.9,-10.8,-41.6,9.6,3.7,11.8
Stark,2.4,19.1,-14.3,4.4,24.5,-22.8,-0.1,12,-4.3,-2.1,9.8,9.2
Steele,-21.2,-11.9,-5.2,-28.3,-16.4,-4.2,-2.8,-5.8,-7.8,-10.6,5.5,0.5
Stutsman,-2.1,-3.2,4.8,-12,-5.6,5.6,6.7,-3.7,4.7,-5.5,6,3.1
Towner,-20.5,-7.5,-2.3,-29.5,-15.4,-1.8,-0.8,3.4,-4.6,-8.5,4.6,7.1
Traill,-11.7,1.2,3.5,-21,0.2,3.1,1.9,1.5,3.3,-2.7,4.7,5.6
Walsh,-13.4,-2.4,-5,-22.3,-10,2.9,-8.7,0.9,-11.2,-2.5,5.7,5.6
Ward,4.8,3.6,-4.5,2.8,2,-11.5,9.1,5.4,-3.6,-4.7,0.6,3.4
