Locality,Dx Year,Sex,Race,All Sites**,Oral,Colorectal,Liver,Pancreas,Lung,Melanoma,Breast,Cervix,Ovary,Prostate,Kidney,Brain and CNS,Thyroid,Hodgkin Lymphoma,Non-Hodgkin Lymphoma,Myeloma,Leukemia
  Staunton,2008,Male,White,576.3,^,^,^,^,^,^,^,^,^,172.1,^,^,^,^,^,^,^
  Staunton,2008,Male,All,562.7,^,^,^,^,^,^,^,^,^,166.3,^,^,^,^,^,^,^
  Staunton,2008,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2008,Female,White,361.7,^,^,^,^,^,^,125.9,^,^,^,^,^,^,^,^,^,^
  Staunton,2008,Female,All,357.8,^,^,^,^,^,^,122.7,^,^,^,^,^,^,^,^,^,^
  Staunton,2008,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2008,All,White,445.3,^,^,^,^,68.4,^,71.2,^,^,73.1,^,^,^,^,^,^,^
  Staunton,2008,All,All,439.1,^,^,^,^,70.7,^,68.6,^,^,71.5,^,^,^,^,^,^,^
  Staunton,2009,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2009,Male,White,533,^,^,^,^,^,^,^,^,^,137.3,^,^,^,^,^,^,^
  Staunton,2009,Male,All,572.1,^,^,^,^,113.1,^,^,^,^,150.3,^,^,^,^,^,^,^
  Staunton,2009,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2009,Female,White,409.7,^,^,^,^,^,^,129.4,^,^,^,^,^,^,^,^,^,^
  Staunton,2009,Female,All,410.9,^,^,^,^,^,^,130.8,^,^,^,^,^,^,^,^,^,^
  Staunton,2009,All,Black,704.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2009,All,White,456.5,^,^,^,^,85.6,^,71.4,^,^,57.8,^,^,^,^,^,^,^
  Staunton,2009,All,All,475.7,^,49.4,^,^,91.4,^,72,^,^,62.5,^,^,^,^,^,^,^
  Staunton,2010,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2010,Male,White,607.6,^,^,^,^,135.6,^,^,^,^,123.2,^,^,^,^,^,^,^
  Staunton,2010,Male,All,589,^,^,^,^,122.5,^,^,^,^,124.5,^,^,^,^,^,^,^
  Staunton,2010,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2010,Female,White,473.5,^,^,^,^,^,^,124.9,^,^,^,^,^,^,^,^,^,^
  Staunton,2010,Female,All,456.8,^,^,^,^,^,^,118.8,^,^,^,^,^,^,^,^,^,^
  Staunton,2010,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2010,All,White,511,^,^,^,^,90,^,71.4,^,^,52.2,^,^,^,^,^,^,^
  Staunton,2010,All,All,495,^,^,^,^,87.9,^,67.4,^,^,52.8,^,^,^,^,^,^,^
  Staunton,2011,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2011,Male,White,654.7,^,^,^,^,^,^,^,^,^,178.4,^,^,^,^,^,^,^
  Staunton,2011,Male,All,629.7,^,^,^,^,^,^,^,^,^,184.9,^,^,^,^,^,^,^
  Staunton,2011,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2011,Female,White,458,^,^,^,^,100.3,^,108.7,^,^,^,^,^,^,^,^,^,^
  Staunton,2011,Female,All,445.7,^,^,^,^,90.5,^,108.9,^,^,^,^,^,^,^,^,^,^
  Staunton,2011,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2011,All,White,538.5,^,51.3,^,^,83.4,^,61.1,^,^,73.2,^,^,^,^,^,^,^
  Staunton,2011,All,All,521.5,^,46.2,^,^,75.5,^,60.4,^,^,77.4,^,^,^,^,^,^,^
  Staunton,2012,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2012,Male,White,541.1,^,^,^,^,^,^,^,^,^,130.8,^,^,^,^,^,^,^
  Staunton,2012,Male,All,611,^,^,^,^,^,^,^,^,^,167.7,^,^,^,^,^,^,^
  Staunton,2012,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2012,Female,White,535.1,^,^,^,^,78.1,^,163.9,^,^,^,^,^,^,^,^,^,^
  Staunton,2012,Female,All,510.9,^,^,^,^,76.1,^,155.1,^,^,^,^,^,^,^,^,^,^
  Staunton,2012,All,Black,609.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2012,All,White,526.8,^,61.9,^,^,72.6,^,90,^,^,54.6,^,^,^,^,^,^,^
  Staunton,2012,All,All,545.7,^,64.8,^,^,71,^,84.8,^,^,72.4,^,^,^,^,^,^,^
  Staunton,2013,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2013,Male,White,527.7,^,^,^,^,^,^,^,^,^,147.7,^,^,^,^,^,^,^
  Staunton,2013,Male,All,518.7,^,^,^,^,^,^,^,^,^,148.6,^,^,^,^,^,^,^
  Staunton,2013,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2013,Female,White,536.8,^,^,^,^,^,^,121.2,^,^,^,^,^,^,^,^,^,^
  Staunton,2013,Female,All,506,^,^,^,^,79.3,^,113.4,^,^,^,^,^,^,^,^,^,^
  Staunton,2013,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2013,All,White,517.9,^,^,^,^,74.3,^,66.7,^,^,61,^,^,^,^,^,^,^
  Staunton,2013,All,All,499,^,^,^,^,76.8,^,62.7,^,^,62.3,^,^,^,^,^,^,^
  Staunton,2014,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2014,Male,White,556.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2014,Male,All,574.7,^,^,^,^,^,^,^,^,^,90.4,^,^,^,^,^,^,^
  Staunton,2014,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2014,Female,White,403.1,^,^,^,^,^,^,130.8,^,^,^,^,^,^,^,^,^,^
  Staunton,2014,Female,All,387.8,^,^,^,^,^,^,132,^,^,^,^,^,^,^,^,^,^
  Staunton,2014,All,Black,538.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2014,All,White,465.8,^,^,^,^,71.7,^,71,^,^,^,^,^,^,^,^,^,^
  Staunton,2014,All,All,466.2,^,51.6,^,^,71.6,^,72.7,^,^,40,^,^,^,^,^,^,^
  Staunton,2015,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2015,Male,White,552.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2015,Male,All,534.9,^,^,^,^,^,^,^,^,^,103.7,^,^,^,^,^,^,^
  Staunton,2015,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2015,Female,White,423.4,^,^,^,^,^,^,129.2,^,^,^,^,^,^,^,^,^,^
  Staunton,2015,Female,All,444.3,^,^,^,^,^,^,129.6,^,^,^,^,^,^,^,^,^,^
  Staunton,2015,All,Black,562.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2015,All,White,474.4,^,^,^,^,72.4,^,72,^,^,^,^,^,^,^,57.3,^,^
  Staunton,2015,All,All,477.9,^,44.7,^,^,72.3,^,72.1,^,^,44,^,^,^,^,50.8,^,^
  Staunton,2006-2015,Male,Black,641.6,^,^,^,^,^,^,^,^,^,217.1,^,^,^,^,^,^,^
  Staunton,2006-2015,Male,White,570.1,11.7,44.4,21.5,17,87.4,34.5,^,^,^,141,12.2,^,^,^,43.6,^,18.5
  Staunton,2006-2015,Male,All,579.6,11.7,48.4,22.6,18.7,87.1,31.7,^,^,^,149.8,13.6,^,^,^,40.1,^,18.3
  Staunton,2006-2015,Female,Black,361.2,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2006-2015,Female,White,436.7,^,45.6,^,^,67.8,17.5,125.3,^,15.5,^,10.5,^,15.2,^,18.8,^,8.4
  Staunton,2006-2015,Female,All,427.9,^,47.2,^,^,67.8,15.6,121.5,^,14.5,^,12,^,14.4,^,18,7.5,8
  Staunton,2006-2015,All,Black,490.6,^,69.9,^,^,80.4,^,^,^,^,99.5,^,^,^,^,^,^,^
  Staunton,2006-2015,All,White,486,7.8,45.1,12,9.4,74.8,24.2,69.7,^,8.8,59.2,11,^,10.5,^,28.8,7.1,12.8
  Staunton,2006-2015,All,All,486.1,7.9,47.9,12.9,10.2,74.4,22,67.4,^,8.2,63.5,12.6,^,9.8,^,26.8,7.9,12.5
  Staunton,2006-2010,Male,Black,689.3,^,^,^,^,^,^,^,^,^,261.9,^,^,^,^,^,^,^
  Staunton,2006-2010,Male,White,576.4,^,39.2,^,^,97.7,34.7,^,^,^,156.7,^,^,^,^,38.8,^,^
  Staunton,2006-2010,Male,All,588.3,^,43.6,^,^,98.1,31.4,^,^,^,162.2,^,^,^,^,36,^,^
  Staunton,2006-2010,Female,Black,353.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2006-2010,Female,White,400.8,^,47.3,^,^,59.4,^,118,^,^,^,^,^,^,^,^,^,^
  Staunton,2006-2010,Female,All,395.4,^,52.9,^,^,61.2,^,113.7,^,^,^,^,^,^,^,^,^,^
  Staunton,2006-2010,All,Black,497.9,^,^,^,^,^,^,^,^,^,112.9,^,^,^,^,^,^,^
  Staunton,2006-2010,All,White,466.6,^,43.1,^,11.3,74.1,22.8,66,^,^,65.9,^,^,^,^,20.4,^,10.6
  Staunton,2006-2010,All,All,469.2,^,48.4,10.9,13,74.8,20.4,63.3,^,^,68.3,9.7,^,^,^,19.6,^,10.7
  Staunton,2011-2015,Male,Black,615.9,^,^,^,^,^,^,^,^,^,206.8,^,^,^,^,^,^,^
  Staunton,2011-2015,Male,White,565.6,^,50.9,30.5,^,76.7,35.4,^,^,^,124.3,^,^,^,^,47.2,^,^
  Staunton,2011-2015,Male,All,572.8,^,54.1,26.9,^,76.1,33.1,^,^,^,137,^,^,^,^,43.3,^,^
  Staunton,2011-2015,Female,Black,376.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Staunton,2011-2015,Female,White,469.3,^,44,^,^,75.7,18.2,130.4,^,^,^,^,^,^,^,30,^,^
  Staunton,2011-2015,Female,All,457,^,41.5,^,^,73.7,16.4,127.6,^,^,^,^,^,^,^,27.4,^,^
  Staunton,2011-2015,All,Black,486.7,^,^,^,^,^,^,^,^,^,96.6,^,^,^,^,^,^,^
  Staunton,2011-2015,All,White,503.8,9.6,47.4,16.3,^,75.1,25.5,72,^,^,52.3,11.4,^,15.2,^,36.6,^,15
  Staunton,2011-2015,All,All,501.3,9.2,47.5,15,^,73.6,23.5,70.5,^,^,58.8,15.1,^,14.5,^,33.5,9.7,14.3
  Waynesboro,2006,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006,Male,White,663.3,^,^,^,^,^,^,^,^,^,175,^,^,^,^,^,^,^
  Waynesboro,2006,Male,All,659.9,^,^,^,^,^,^,^,^,^,180.3,^,^,^,^,^,^,^
  Waynesboro,2006,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006,Female,White,379.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006,Female,All,372.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006,All,White,491.7,^,68.1,^,^,71.5,^,^,^,^,76.2,^,^,^,^,^,^,^
  Waynesboro,2006,All,All,485.1,^,70,^,^,70.6,^,^,^,^,77.5,^,^,^,^,^,^,^
  Waynesboro,2007,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2007,Male,White,648.6,^,^,^,^,^,^,^,^,^,213.7,^,^,^,^,^,^,^
  Waynesboro,2007,Male,All,673.4,^,^,^,^,^,^,^,^,^,219.9,^,^,^,^,^,^,^
  Waynesboro,2007,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2007,Female,White,523.2,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2007,Female,All,518.1,^,^,^,^,^,^,132.4,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2007,All,Black,813.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2007,All,White,569.5,^,65.7,^,^,81.6,^,^,^,^,92.8,^,^,^,^,^,^,^
  Waynesboro,2007,All,All,580.5,^,59.8,^,^,81.7,^,75.5,^,^,95.7,^,^,^,^,^,^,^
  Waynesboro,2008,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2008,Male,White,653.1,^,^,^,^,^,^,^,^,^,167.6,^,^,^,^,^,^,^
  Waynesboro,2008,Male,All,642.7,^,^,^,^,^,^,^,^,^,169.1,^,^,^,^,^,^,^
  Waynesboro,2008,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2008,Female,White,540.3,^,^,^,^,^,^,154.1,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2008,Female,All,562.7,^,^,^,^,^,^,177.2,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2008,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2008,All,White,583.2,^,^,^,^,118,^,84.4,^,^,75.1,^,^,^,^,^,^,^
  Waynesboro,2008,All,All,591.2,^,^,^,^,107.4,^,96.9,^,^,75.9,^,^,^,^,^,^,^
  Waynesboro,2009,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2009,Male,White,649.6,^,^,^,^,^,^,^,^,^,182.5,^,^,^,^,^,^,^
  Waynesboro,2009,Male,All,691.8,^,^,^,^,^,^,^,^,^,195.7,^,^,^,^,^,^,^
  Waynesboro,2009,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2009,Female,White,515.3,^,^,^,^,^,^,134.9,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2009,Female,All,486.5,^,^,^,^,^,^,125.1,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2009,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2009,All,White,564.1,^,^,^,^,66,^,73.3,^,^,81.7,^,^,^,^,^,^,^
  Waynesboro,2009,All,All,563.5,^,^,^,^,74.6,^,68.6,^,^,85.9,^,^,^,^,^,^,^
  Waynesboro,2010,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2010,Male,White,624,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2010,Male,All,631.1,^,^,^,^,^,^,^,^,^,154.1,^,^,^,^,^,^,^
  Waynesboro,2010,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2010,Female,White,473.7,^,^,^,^,^,^,176.4,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2010,Female,All,473.4,^,^,^,^,^,^,173.1,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2010,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2010,All,White,539.1,^,^,^,^,72.9,^,101.3,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2010,All,All,543.1,^,^,^,^,66.6,^,99.7,^,^,65.5,^,^,^,^,^,^,^
  Waynesboro,2011,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011,Male,White,493.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011,Male,All,560.5,^,^,^,^,^,^,^,^,^,167.3,^,^,^,^,^,^,^
  Waynesboro,2011,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011,Female,White,498,^,^,^,^,^,^,146.1,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011,Female,All,463,^,^,^,^,^,^,130,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011,All,White,489.5,^,^,^,^,71.1,^,84.9,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011,All,All,499.8,^,^,^,^,75.9,^,76.2,^,^,75,^,^,^,^,^,^,^
  Waynesboro,2012,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2012,Male,White,486.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2012,Male,All,512.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2012,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2012,Female,White,543.2,^,^,^,^,^,^,149,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2012,Female,All,502.3,^,^,^,^,^,^,139,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2012,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2012,All,White,512.2,^,^,^,^,69.3,^,83.9,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2012,All,All,502,^,^,^,^,67.2,^,78.7,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2013,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2013,Male,White,625.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2013,Male,All,613.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2013,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2013,Female,White,523.9,^,^,^,^,^,^,143.7,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2013,Female,All,481.7,^,^,^,^,^,^,126.2,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2013,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2013,All,White,564.7,^,^,^,^,84.6,^,82.6,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2013,All,All,535.8,^,^,^,^,75.2,^,73.3,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2014,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2014,Male,White,452.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2014,Male,All,470.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2014,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2014,Female,White,440.2,^,^,^,^,^,^,160.9,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2014,Female,All,475.8,^,^,^,^,^,^,166.3,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2014,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2014,All,White,443.6,^,^,^,^,58.1,^,89.2,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2014,All,All,472.6,^,58.7,^,^,60.2,^,92.5,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2015,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2015,Male,White,608.6,^,^,^,^,^,^,^,^,^,131.9,^,^,^,^,^,^,^
  Waynesboro,2015,Male,All,608.3,^,^,^,^,^,^,^,^,^,117.3,^,^,^,^,^,^,^
  Waynesboro,2015,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2015,Female,White,397.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2015,Female,All,417.2,^,^,^,^,^,^,127.1,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2015,All,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2015,All,White,486.6,^,^,^,^,67.9,^,^,^,^,59.2,^,^,^,^,^,^,^
  Waynesboro,2015,All,All,498.3,^,^,^,^,79.2,^,68.5,^,^,52.4,^,^,^,^,^,^,^
  Waynesboro,2006-2015,Male,Black,695.1,^,^,^,^,^,^,^,^,^,259.9,^,^,^,^,^,^,^
  Waynesboro,2006-2015,Male,White,588.9,20.7,51.4,15.7,21.2,75.9,32.5,^,^,^,142.3,19.1,^,^,^,35.9,^,30.9
  Waynesboro,2006-2015,Male,All,603.3,19.6,51.5,18.1,20.2,76.8,29.7,^,^,^,153.2,21.6,^,^,^,35,13.4,30.6
  Waynesboro,2006-2015,Female,Black,414.1,^,^,^,^,^,^,138.6,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006-2015,Female,White,483.3,^,45.6,^,14.9,77.1,26.2,136.9,^,15.9,^,14,^,^,^,20.4,^,^
  Waynesboro,2006-2015,Female,All,474.8,^,45.8,^,15.1,75.7,22.9,135.8,^,15.5,^,14.5,^,^,^,19.7,^,^
  Waynesboro,2006-2015,All,Black,533.5,^,^,^,^,69.2,^,83.4,^,^,112.5,^,^,^,^,^,^,^
  Waynesboro,2006-2015,All,White,524.3,13.1,48.4,9.1,17.6,76.5,28,76.7,^,8.9,62.4,16.1,8.6,^,^,27.1,7.3,16.9
  Waynesboro,2006-2015,All,All,526.3,12.1,48.4,9.9,17.3,76,25,76.4,^,8.7,67,17.7,8.4,8,^,26.2,8.1,16.9
  Waynesboro,2006-2010,Male,Black,740.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006-2010,Male,White,644.8,^,47.8,^,^,88.5,36.1,^,^,^,175,^,^,^,^,39.5,^,33.3
  Waynesboro,2006-2010,Male,All,656.9,^,48.9,^,^,91.4,33.1,^,^,^,182.5,^,^,^,^,41,^,32.5
  Waynesboro,2006-2010,Female,Black,465.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006-2010,Female,White,484.1,^,49.7,^,^,77.8,^,128.8,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006-2010,Female,All,481.3,^,49.3,^,^,73,^,134.8,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006-2010,All,Black,590.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2006-2010,All,White,548.1,13.4,49.1,^,20,82.2,26.9,72.1,^,^,76.7,18,^,^,^,28.2,^,17.8
  Waynesboro,2006-2010,All,All,551.7,12.1,49.2,^,19.7,80.4,24.3,75.6,^,^,79.8,17.5,^,^,^,28.6,^,18.2
  Waynesboro,2011-2015,Male,Black,620.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011-2015,Male,White,534.1,^,55,^,^,62.4,^,^,^,^,109.8,^,^,^,^,31.2,^,^
  Waynesboro,2011-2015,Male,All,552.8,^,54.1,28.1,^,62.3,^,^,^,^,125,^,^,^,^,28.2,^,29.6
  Waynesboro,2011-2015,Female,Black,371.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011-2015,Female,White,480.2,^,41.2,^,^,75.9,31,145.1,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011-2015,Female,All,467.4,^,42.2,^,^,78.2,26.8,137.1,^,^,^,^,^,^,^,20.5,^,^
  Waynesboro,2011-2015,All,Black,478,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Waynesboro,2011-2015,All,White,499.5,^,47.6,^,15.1,70.1,28.7,81.5,^,^,48.2,14,^,^,^,25.3,^,16.4
  Waynesboro,2011-2015,All,All,501.4,^,47.6,13.9,14.9,71.2,25.4,77.4,^,^,54.7,17.7,^,^,^,23.5,^,16
HD_Central Virginia,2006,Male,Black,665.3,^,^,^,^,111.6,^,^,^,^,290,^,^,^,^,^,^,^
HD_Central Virginia,2006,Male,White,579.4,15.9,68.3,^,14.6,96.9,40.7,^,^,^,169,20.3,^,^,^,18.4,^,19.5
HD_Central Virginia,2006,Male,All,590.4,14.6,70.6,^,13.8,99.3,34.6,^,^,^,186.4,22.1,^,^,^,17.8,^,18.8
HD_Central Virginia,2006,Female,Black,406.7,^,65.5,^,^,^,^,94.8,^,^,^,^,^,^,^,^,^,^
HD_Central Virginia,2006,Female,White,390.4,^,46.9,^,12.4,56.7,18.1,126.1,^,^,^,^,^,^,^,14,^,^
HD_Central Virginia,2006,Female,All,391,^,50,^,17,56.2,14.7,119.4,^,11.9,^,9.8,^,^,^,14,^,^
HD_Central Virginia,2006,All,Black,513.7,^,71,^,^,77.1,^,54.1,^,^,123.1,^,^,^,^,^,^,^
HD_Central Virginia,2006,All,White,470.4,10.5,56.7,^,13.4,74.2,28,67.4,^,^,76.2,14.1,^,^,^,15.8,^,10.6
HD_Central Virginia,2006,All,All,475.3,9.7,59.3,^,15.7,74.8,23.3,64.6,^,6.6,83.4,15,^,^,^,15.8,^,10
HD_Central Virginia,2007,Male,Black,737.3,^,^,^,^,169,^,^,^,^,269.4,^,^,^,^,^,^,^
HD_Central Virginia,2007,Male,White,587,18.2,65.2,^,^,118.4,39.7,^,^,^,141.5,25.6,^,^,^,21.3,^,19.3
HD_Central Virginia,2007,Male,All,604.4,20.1,63.3,^,13.2,123.8,34.7,^,^,^,158,24.1,^,^,^,21.5,^,18.4
HD_Central Virginia,2007,Female,Black,425.7,^,73.5,^,^,^,^,131.8,^,^,^,^,^,^,^,^,^,^
HD_Central Virginia,2007,Female,White,432,^,43,^,^,60.2,20,133.3,^,18.2,^,16.2,^,^,^,20.9,^,^
HD_Central Virginia,2007,Female,All,432.2,^,48.7,^,^,57.9,16.4,134.9,^,17.7,^,17.3,^,^,^,20.6,^,^
HD_Central Virginia,2007,All,Black,552.5,^,65,^,^,91.5,^,75.4,^,^,115.7,^,^,^,^,^,^,^
HD_Central Virginia,2007,All,White,496.9,12.3,52.8,^,7.4,85.4,27.7,72.1,^,9.9,65.7,19.4,8.5,^,^,20.9,^,14.2
HD_Central Virginia,2007,All,All,504.5,12.5,54.6,^,10.7,85.5,23.5,73.6,^,9.8,72.5,19.5,8.6,^,^,20.8,^,12.8
HD_Central Virginia,2008,Male,Black,693,^,^,^,^,126.3,^,^,^,^,298.6,^,^,^,^,^,^,^
HD_Central Virginia,2008,Male,White,596.6,19.6,56.8,^,^,96,38.2,^,^,^,169.2,22.8,^,^,^,19.1,^,15.1
HD_Central Virginia,2008,Male,All,612.4,21.6,58.3,^,^,99.6,33.6,^,^,^,187.6,22.4,^,^,^,21.5,^,16.6
HD_Central Virginia,2008,Female,Black,345.9,^,^,^,^,^,^,106.9,^,^,^,^,^,^,^,^,^,^
HD_Central Virginia,2008,Female,White,433,^,52.8,^,11.2,67.4,21.7,120.2,^,14.8,^,^,^,14.3,^,16.9,^,^
