Locality,Dx Year,Sex,Race,All Sites**,Oral,Colorectal,Liver,Pancreas,Lung,Melanoma,Breast,Cervix,Ovary,Prostate,Kidney,Brain and CNS,Thyroid,Hodgkin Lymphoma,Non-Hodgkin Lymphoma,Myeloma,Leukemia
  Lunenburg,2006-2010,Male,All,491.5,^,45.4,^,^,51.2,^,^,^,^,166.8,^,^,^,^,^,^,^
  Lunenburg,2006-2010,Female,Black,418.3,^,^,^,^,^,^,173.6,^,^,^,^,^,^,^,^,^,^
  Lunenburg,2006-2010,Female,White,336.2,^,^,^,^,^,^,82.9,^,^,^,^,^,^,^,^,^,^
  Lunenburg,2006-2010,Female,All,364.7,^,46,^,^,44.7,^,114.3,^,^,^,^,^,^,^,^,^,^
  Lunenburg,2006-2010,All,Black,475.8,^,69.6,^,^,^,^,80.7,^,^,106,^,^,^,^,^,^,^
  Lunenburg,2006-2010,All,White,390.6,^,33,^,^,51,^,42.4,^,^,63.6,^,^,^,^,^,^,^
  Lunenburg,2006-2010,All,All,419,^,45.7,^,^,47.4,^,56.2,^,^,79.4,^,^,^,^,^,^,^
  Lunenburg,2011-2015,Male,Black,663.5,^,^,^,^,158,^,^,^,^,199.8,^,^,^,^,^,^,^
  Lunenburg,2011-2015,Male,White,453.3,^,^,^,^,73.3,^,^,^,^,115.3,^,^,^,^,^,^,^
  Lunenburg,2011-2015,Male,All,523.7,^,42,^,^,101.8,^,^,^,^,143.6,^,^,^,^,^,^,^
  Lunenburg,2011-2015,Female,Black,316.8,^,^,^,^,^,^,110.2,^,^,^,^,^,^,^,^,^,^
  Lunenburg,2011-2015,Female,White,434.8,^,48,^,^,62.1,^,132.7,^,^,^,^,^,^,^,^,^,^
  Lunenburg,2011-2015,Female,All,399.2,^,39.2,^,^,54.3,^,130.3,^,^,^,^,^,^,^,^,^,^
  Lunenburg,2011-2015,All,Black,465.6,^,^,^,^,92.8,^,54.1,^,^,90.5,^,^,^,^,^,^,^
  Lunenburg,2011-2015,All,White,450.1,^,45.9,^,^,67.9,^,72.2,^,^,54.3,^,^,^,^,^,^,^
  Lunenburg,2011-2015,All,All,457.9,16.5,41.9,^,18.3,76.6,^,68,^,^,67.1,^,^,^,^,18.6,^,^
  Nottoway,2006,Male,Black,733.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006,Male,White,622,^,^,^,^,^,^,^,^,^,261.9,^,^,^,^,^,^,^
  Nottoway,2006,Male,All,648.8,^,^,^,^,^,^,^,^,^,274.3,^,^,^,^,^,^,^
  Nottoway,2006,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006,Female,White,386.2,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006,Female,All,347,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006,All,Black,441.2,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006,All,White,512.6,^,^,^,^,^,^,^,^,^,122.9,^,^,^,^,^,^,^
  Nottoway,2006,All,All,481.2,^,^,^,^,90.7,^,^,^,^,120.9,^,^,^,^,^,^,^
  Nottoway,2007,Male,Black,859.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2007,Male,White,719.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2007,Male,All,740,^,^,^,^,^,^,^,^,^,280.9,^,^,^,^,^,^,^
  Nottoway,2007,Female,Black,546.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2007,Female,White,425.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2007,Female,All,473.7,^,^,^,^,^,^,196.5,^,^,^,^,^,^,^,^,^,^
  Nottoway,2007,All,Black,610.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2007,All,White,542,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2007,All,All,561.9,^,^,^,^,80,^,90.6,^,^,124.3,^,^,^,^,^,^,^
  Nottoway,2008,Male,Black,518.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2008,Male,White,425.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2008,Male,All,459.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2008,Female,Black,445.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2008,Female,White,429.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2008,Female,All,433.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2008,All,Black,482.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2008,All,White,418.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2008,All,All,440,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2009,Male,Black,534.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2009,Male,White,567.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2009,Male,All,548.7,^,^,^,^,^,^,^,^,^,185.6,^,^,^,^,^,^,^
  Nottoway,2009,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2009,Female,White,520.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2009,Female,All,449.6,^,^,^,^,^,^,153.1,^,^,^,^,^,^,^,^,^,^
  Nottoway,2009,All,Black,414.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2009,All,White,544.2,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2009,All,All,493.8,^,^,^,^,74.9,^,78.1,^,^,85.4,^,^,^,^,^,^,^
  Nottoway,2010,Male,Black,718,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2010,Male,White,482.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2010,Male,All,569.6,^,^,^,^,^,^,^,^,^,234.7,^,^,^,^,^,^,^
  Nottoway,2010,Female,Black,421.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2010,Female,White,460.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2010,Female,All,463.7,^,^,^,^,^,^,182.5,^,^,^,^,^,^,^,^,^,^
  Nottoway,2010,All,Black,567,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2010,All,White,454.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2010,All,All,499.1,^,^,^,^,^,^,92.7,^,^,107.4,^,^,^,^,^,^,^
  Nottoway,2011,Male,Black,805.7,^,^,^,^,^,^,^,^,^,476.1,^,^,^,^,^,^,^
  Nottoway,2011,Male,White,647.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2011,Male,All,687.8,^,^,^,^,^,^,^,^,^,269.4,^,^,^,^,^,^,^
  Nottoway,2011,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2011,Female,White,537.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2011,Female,All,464.2,^,^,^,^,^,^,163.4,^,^,^,^,^,^,^,^,^,^
  Nottoway,2011,All,Black,550.5,^,^,^,^,^,^,^,^,^,219.4,^,^,^,^,^,^,^
  Nottoway,2011,All,White,594.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2011,All,All,578.6,^,^,^,^,^,^,80.5,^,^,127.9,^,^,^,^,^,^,^
  Nottoway,2012,Male,Black,690.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2012,Male,White,688.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2012,Male,All,688,^,^,^,^,^,^,^,^,^,201.2,^,^,^,^,^,^,^
  Nottoway,2012,Female,Black,418.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2012,Female,White,488.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2012,Female,All,452.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2012,All,Black,554.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2012,All,White,584,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2012,All,All,566.7,^,^,^,^,81,^,^,^,^,93.4,^,^,^,^,^,^,^
  Nottoway,2013,Male,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2013,Male,White,635,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2013,Male,All,533.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2013,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2013,Female,White,416.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2013,Female,All,380.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2013,All,Black,314.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2013,All,White,513.2,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2013,All,All,444.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2014,Male,Black,632,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2014,Male,White,602.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2014,Male,All,612.8,^,^,^,^,^,^,^,^,^,152.4,^,^,^,^,^,^,^
  Nottoway,2014,Female,Black,645.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2014,Female,White,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2014,Female,All,360.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2014,All,Black,594.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2014,All,White,382.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2014,All,All,464.1,^,^,^,^,^,^,^,^,^,70.6,^,^,^,^,^,^,^
  Nottoway,2015,Male,Black,494.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2015,Male,White,572.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2015,Male,All,553,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2015,Female,Black,588.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2015,Female,White,431.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2015,Female,All,495.5,^,^,^,^,^,^,181.5,^,^,^,^,^,^,^,^,^,^
  Nottoway,2015,All,Black,518.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2015,All,White,484.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Nottoway,2015,All,All,502.9,^,^,^,^,^,^,86.9,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006-2015,Male,Black,618.4,^,^,^,^,102.2,^,^,^,^,255.8,^,^,^,^,^,^,^
  Nottoway,2006-2015,Male,White,595.7,26.2,69.5,^,^,83.2,29.2,^,^,^,160.1,26.8,^,^,^,31.1,^,^
  Nottoway,2006-2015,Male,All,601.9,20.6,55.9,^,^,90.8,18.5,^,^,^,193.3,25.1,^,^,^,23.6,^,^
  Nottoway,2006-2015,Female,Black,427.8,^,55.8,^,^,41.8,^,159,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006-2015,Female,White,431.3,^,40.9,^,^,51.9,^,135,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006-2015,Female,All,431,^,46.2,^,14.1,47.8,^,143.2,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006-2015,All,Black,502.4,^,44.9,^,^,70.7,^,79.9,^,^,115.1,^,^,^,^,^,^,^
  Nottoway,2006-2015,All,White,503.1,18,54.2,^,11.7,66.8,22.8,68.3,^,^,75.2,20.2,^,^,^,19.8,^,^
  Nottoway,2006-2015,All,All,502.4,14.1,50.9,8.7,14.7,68.3,14.8,72,^,^,89.7,18.3,^,^,^,17,7.8,9.8
  Nottoway,2006-2010,Male,Black,662.8,^,^,^,^,114.2,^,^,^,^,278.9,^,^,^,^,^,^,^
  Nottoway,2006-2010,Male,White,563.4,^,61.5,^,^,88.6,^,^,^,^,190.4,^,^,^,^,^,^,^
  Nottoway,2006-2010,Male,All,591.2,^,47.4,^,^,97,^,^,^,^,219.3,33.5,^,^,^,^,^,^
  Nottoway,2006-2010,Female,Black,406.7,^,^,^,^,^,^,138.7,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006-2010,Female,White,448.8,^,49.3,^,^,69.3,^,141.5,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006-2010,Female,All,434.3,^,49.9,^,^,59.1,^,140.5,^,^,^,^,^,^,^,^,^,^
  Nottoway,2006-2010,All,Black,501,^,41.2,^,^,72.4,^,71.2,^,^,118,^,^,^,^,^,^,^
  Nottoway,2006-2010,All,White,496,^,53.5,^,^,78.1,^,72.1,^,^,88.2,^,^,^,^,^,^,^
  Nottoway,2006-2010,All,All,495.5,^,48.5,^,^,75.6,^,71.4,^,^,98.8,20.9,^,^,^,16,^,^
  Nottoway,2011-2015,Male,Black,583.8,^,^,^,^,92.1,^,^,^,^,235.8,^,^,^,^,^,^,^
  Nottoway,2011-2015,Male,White,627.4,^,77.1,^,^,78.2,^,^,^,^,132.9,^,^,^,^,^,^,^
  Nottoway,2011-2015,Male,All,612.9,^,64.2,^,^,85.4,^,^,^,^,169.4,^,^,^,^,^,^,^
  Nottoway,2011-2015,Female,Black,453.6,^,^,^,^,^,^,182,^,^,^,^,^,^,^,^,^,^
  Nottoway,2011-2015,Female,White,415.3,^,^,^,^,^,^,127.6,^,^,^,^,^,^,^,^,^,^
  Nottoway,2011-2015,Female,All,431,^,43.4,^,^,36.6,^,147.4,^,^,^,^,^,^,^,^,^,^
  Nottoway,2011-2015,All,Black,505.7,^,48.7,^,^,68.9,^,89,^,^,111.8,^,^,^,^,^,^,^
  Nottoway,2011-2015,All,White,511.8,^,55,^,^,56.4,^,64,^,^,63,^,^,^,^,^,^,^
  Nottoway,2011-2015,All,All,510.2,16.2,53.7,^,18.5,61.4,17.1,72.9,^,^,80.8,15.9,^,^,^,17.9,^,^
  Prince Edward,2006,Male,Black,530.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006,Male,White,734.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006,Male,All,655.9,^,^,^,^,^,^,^,^,^,187.8,^,^,^,^,^,^,^
  Prince Edward,2006,Female,Black,461.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006,Female,White,440.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006,Female,All,450.1,^,^,^,^,^,^,204.6,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006,All,Black,494.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006,All,White,574.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006,All,All,546.9,^,^,^,^,94.8,^,108,^,^,88.5,^,^,^,^,^,^,^
  Prince Edward,2007,Male,Black,789,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2007,Male,White,594.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2007,Male,All,669.7,^,^,^,^,^,^,^,^,^,199.5,^,^,^,^,^,^,^
  Prince Edward,2007,Female,Black,415.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2007,Female,White,396.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2007,Female,All,392.1,^,^,^,^,^,^,155.9,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2007,All,Black,571.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2007,All,White,472.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2007,All,All,509.2,^,74.6,^,^,75.5,^,87.4,^,^,89.6,^,^,^,^,^,^,^
  Prince Edward,2008,Male,Black,543.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2008,Male,White,376.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2008,Male,All,427,^,^,^,^,^,^,^,^,^,151,^,^,^,^,^,^,^
  Prince Edward,2008,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2008,Female,White,503.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2008,Female,All,405.7,^,^,^,^,^,^,151.7,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2008,All,Black,366.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2008,All,White,439.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2008,All,All,407.8,^,^,^,^,^,^,80.8,^,^,66.3,^,^,^,^,^,^,^
  Prince Edward,2009,Male,Black,457,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2009,Male,White,447.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2009,Male,All,443,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2009,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2009,Female,White,287.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2009,Female,All,287.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2009,All,Black,347.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2009,All,White,359.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2009,All,All,355.5,^,^,^,^,62.9,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2010,Male,Black,635.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2010,Male,White,546.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2010,Male,All,574,^,^,^,^,^,^,^,^,^,193.8,^,^,^,^,^,^,^
  Prince Edward,2010,Female,Black,461.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2010,Female,White,309.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2010,Female,All,362.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2010,All,Black,544,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2010,All,White,415.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2010,All,All,458.5,^,^,^,^,68.7,^,^,^,^,89.2,^,^,^,^,^,^,^
  Prince Edward,2011,Male,Black,450.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2011,Male,White,388.2,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2011,Male,All,398.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2011,Female,Black,515.1,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2011,Female,White,429.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2011,Female,All,474.2,^,^,^,^,^,^,144.9,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2011,All,Black,483.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2011,All,White,402,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2011,All,All,431.2,^,^,^,^,^,^,75.4,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2012,Male,Black,682.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2012,Male,White,369,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2012,Male,All,483.2,^,^,^,^,^,^,^,^,^,143.6,^,^,^,^,^,^,^
  Prince Edward,2012,Female,Black,505,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2012,Female,White,333.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2012,Female,All,399.9,^,^,^,^,^,^,142.8,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2012,All,Black,580.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2012,All,White,339.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2012,All,All,429.5,^,^,^,^,^,^,71.8,^,^,69.1,^,^,^,^,^,^,^
  Prince Edward,2013,Male,Black,630.5,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2013,Male,White,519,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2013,Male,All,571.7,^,^,^,^,^,^,^,^,^,157.2,^,^,^,^,^,^,^
  Prince Edward,2013,Female,Black,603.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2013,Female,White,391.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2013,Female,All,457.6,^,^,^,^,^,^,157.6,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2013,All,Black,612.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2013,All,White,447.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2013,All,All,508.8,^,76.8,^,^,^,^,83.2,^,^,73.9,^,^,^,^,^,^,^
  Prince Edward,2014,Male,Black,685.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2014,Male,White,612.2,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2014,Male,All,627.9,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2014,Female,Black,654.8,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2014,Female,White,504.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2014,Female,All,543.9,^,^,^,^,^,^,153.2,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2014,All,Black,667.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2014,All,White,553,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2014,All,All,582.7,^,^,^,^,78.6,^,81.9,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2015,Male,Black,487.6,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2015,Male,White,455.7,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2015,Male,All,468.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2015,Female,Black,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2015,Female,White,518.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2015,Female,All,442,^,^,^,^,^,^,160.4,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2015,All,Black,346.3,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2015,All,White,476.4,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2015,All,All,443.6,^,^,^,^,71.8,^,84.2,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006-2015,Male,Black,582.7,^,80,^,^,83.1,^,^,^,^,205.6,^,^,^,^,^,^,^
  Prince Edward,2006-2015,Male,White,501.1,^,42.9,^,^,73.6,26.4,^,^,^,104.9,^,^,^,^,^,^,^
  Prince Edward,2006-2015,Male,All,529.4,21.1,55,^,^,77.8,16.9,^,^,^,141.2,21.7,^,^,^,17.1,^,21.7
  Prince Edward,2006-2015,Female,Black,435.5,^,43,^,^,46.3,^,165.5,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006-2015,Female,White,409.4,^,44.7,^,^,65.9,^,128.4,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006-2015,Female,All,421,^,44,^,^,58,^,142.9,^,^,^,11.5,^,18,^,12.4,^,^
  Prince Edward,2006-2015,All,Black,497.5,18.8,59.3,^,^,63.2,^,88.1,^,^,92.1,20,^,^,^,^,^,^
  Prince Edward,2006-2015,All,White,447.5,11,44.2,^,^,66.9,21.4,67.6,^,^,48.8,14.6,^,^,^,17.3,^,12.8
  Prince Edward,2006-2015,All,All,466.4,13.8,49.1,8,8.4,65.5,13.7,75.5,^,^,65,16.4,^,10,^,14.4,7.5,13.5
  Prince Edward,2006-2010,Male,Black,590.5,^,82.8,^,^,98.6,^,^,^,^,256.2,^,^,^,^,^,^,^
  Prince Edward,2006-2010,Male,White,539.7,^,46.5,^,^,90.9,^,^,^,^,125,^,^,^,^,^,^,^
  Prince Edward,2006-2010,Male,All,553.7,^,59.2,^,^,95.7,^,^,^,^,168.3,^,^,^,^,^,^,^
  Prince Edward,2006-2010,Female,Black,365.2,^,^,^,^,^,^,152.1,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006-2010,Female,White,385,^,42,^,^,67.8,^,123.8,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006-2010,Female,All,377.5,^,42.4,^,^,55.9,^,134.2,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2006-2010,All,Black,463.7,^,61.9,^,^,64.5,^,81.9,^,^,114.9,^,^,^,^,^,^,^
  Prince Edward,2006-2010,All,White,451.3,^,44.3,^,^,75.2,^,65.6,^,^,57.6,^,^,^,^,^,^,^
  Prince Edward,2006-2010,All,All,454.1,^,50.1,^,^,72.1,^,71.9,^,^,77,^,^,^,^,14.6,^,^
  Prince Edward,2011-2015,Male,Black,583,^,^,^,^,^,^,^,^,^,161.2,^,^,^,^,^,^,^
  Prince Edward,2011-2015,Male,White,463.3,^,^,^,^,58.6,^,^,^,^,85,^,^,^,^,^,^,^
  Prince Edward,2011-2015,Male,All,507.1,^,53.4,^,^,60.2,^,^,^,^,116.8,^,^,^,^,^,^,^
  Prince Edward,2011-2015,Female,Black,508.7,^,^,^,^,^,^,183,^,^,^,^,^,^,^,^,^,^
  Prince Edward,2011-2015,Female,White,435.8,^,48.5,^,^,66.1,^,133.7,^,^,^,^,^,^,^,^,^,^
